index,SMILES,PCE
118,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC4=C(C5=CC(C6(C7=CC=CC(CCCCCC)=C7)C8=CC(CCCCCC)=CC=C8)=C(C9=C6C%10=C(C%11=C(C%12=CC(C%13(C%14=CC=CC(CCCCCC)=C%14)C%15=CC(CCCCCC)=CC=C%15)=C(C%16=C%13C=C(/C=C%17C(C(C=C(F)C(F)=C%18)=C%18C\%17=C(C#N)\C#N)=O)S%16)C=C%12C%11(C%19=CC(CCCCCC)=CC=C%19)C%20=CC=CC(CCCCCC)=C%20)S%10)S9)C=C5C4(C%21=CC(CCCCCC)=CC=C%21)C%22=CC=CC(CCCCCC)=C%22)S3,11.32
119,CCCCCCOC1=C(/C=C2\C(=O)C3=C(C=C(F)C=C3)C2=C(C#N)C#N)SC(C2=CC3=C(S2)C2=CC4=C(C=C2C3(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C2=C(C=C(C3=C(OCCCCCC)C(OCCCCCC)=C(/C=C5\C(=O)C6=C(C=C(F)C=C6)C5=C(C#N)C#N)S3)S2)C4(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)=C1OCCCCCC,10.65
120,CCCCCCCCN1N=C2C(/C=C3/SC(=C(C#N)C#N)N(CC)C3=O)=CC(F)=C(C3=CC4=C(O3)C3=CC5=C(C=C3C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C(C=C(C4=C(F)C=C(/C=C6/SC(=C(C#N)C#N)N(CC)C6=O)C6=NN(CCCCCCCC)N=C64)S3)C5(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C2=N1,10.75
121,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1\C(=O)C4=C(C=C(F)C=C4)C1=C(C#N)C#N)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(/C=C2\C(=O)C3=C(C=CC(F)=C3)C2=C(C#N)C#N)=C1,8.42
122,O=C(C(C=CC(F)=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C5=CC(C(CCCCCCCCCC)(CCCCCCCCCC)C6C7C(CCCCCCCCCC)(CCCCCCCCCC)C8=C6C=C(CC9=C%10SC(/C=C%11C(C(C=CC(F)=C%12)=C%12C\%11=C(C#N)/C#N)=O)=C9)C%10=C8)=C7C=C5C4,13.24
123,CCCCCCCCC1(CCCCCCCC)C2=CC(C3=CC4=C5C(=CC=C6C7=C8C(=CC=C9C(=O)N(C(CCCCC)CCCCC)C(=O)C(=C98)C=C7)C3=C65)C(=O)N(C(CCCCC)CCCCC)C4=O)=CC=C2C2=C1C=C(C1=C3C4=C5C(=CC=C6C(=O)N(C(CCCCC)CCCCC)C(=O)C(=C65)C=C4)C4=C3C3=C(C=C4)C(=O)N(C(CCCCC)CCCCC)C(=O)C3=C1)C=C2,5.39
124,O=C(C(C=C(C)C=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC4=C(C5=CC(C6(CCCCCCCC)CCCCCCCC)=C(C7=C6C=C(/C=C8C(C(C=C(C)C=C9)=C9C\8=C(C#N)/C#N)=O)S7)C=C5C4(CCCCCCCC)CCCCCCCC)S3,10.67
125,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4\C(=O)C5=C(C=CC(F)=C5)C4=C(C#N)C#N)=C3)C3=C2C2=C(OCC(CC)CCCC)C4=C(C(OCC(CC)CCCC)=C2S3)C2=C(S4)C3=C(C=C(CC4C(=O)C5=C(C=C(F)C=C5)C4=C(C#N)C#N)S3)C2(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C=C1,9.52
126,CCCCCC(CCCCC)N1C(=O)C2=CC3=C4C5=C(C=CC(=C25)C1=O)C1=C2C5=C(C=C1)C(=O)N(C(CCCCC)CCCCC)C(=O)C5=CC(=C24)C1=C3C2=CC3=C4C(=CC=C5C6=C(C7=CC8=C(C=C(C9=CC%10=C%11C(=CC%12=C%13C%14=C(C=C%15C(=O)N(C(CCCCC)CCCCC)C(=O)C%16=C%15C%14=C(C=C%16)C9=C%11%13)C9=C%12C%11=CC%12=C%13C(=CC=C%14C%15=CC=C%16C(=O)N(C(CCCCC)CCCCC)C(=O)C%17=C%16C%15=C(C9=C%17)C%11=C%14%13)C(=O)N(C(CCCCC)CCCCC)C%12=O)C(=O)N(C(CCCCC)CCCCC)C%10=O)S8)S7)C=C7C(=O)N(C(CCCCC)CCCCC)C(=O)C8=C7C6=C(C1=C8)C2=C54)C(=O)N(C(CCCCC)CCCCC)C3=O,7.17
127,O=C(C(C=C1C(C=CC=C1)=C2)=C2C/3=C(C#N)\C#N)C3=C/C(S4)=CC5=C4C6=C(C5(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)C9=C(CCCCCCCC)C%10=C(C(C(C%11=CC=C(CCCCCC)C=C%11)(C%12=CC=C(CCCCCC)C=C%12)C%13=C%14SC(/C=C%15C(C(C=C%16C(C=CC=C%16)=C%17)=C%17C\%15=C(C#N)/C#N)=O)=C%13)=C%14S%10)C(CCCCCCCC)=C9S6,12.8
128,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(SC=C6Br)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(SC=C4Br)C2=C(C#N)C#N)=C3)C=C1,11.7
129,CCCCCCCCC(CCCCCC)CN1C2=C(SC(/C=C3\C(=O)C4=C(C=CC(F)=C4)C3=C(C#N)C#N)=C2)C2=C1C1=C(OCCCCCC)C3=C(C(OCCCCCC)=C1S2)C1=C(S3)C2=C(C=C(/C=C3\C(=O)C4=C(C=C(F)C=C4)C3=C(C#N)C#N)S2)N1CC(CCCCCC)CCCCCCCC,9.25
130,CCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C4C=CC(F)=CC4=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C4C=C(F)C(F)=CC4=C3)C2=C(C#N)C#N)=C1CCCCCCCCC,16.6
131,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)S3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)S2)(C2=CC=C(CCCCCC)S2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)S1,8.88
132,CCCCCCCCCCC(CCCC)COC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC(C2=CC3=C(S2)C2=C(C4=C(C5=NSN=C52)C2=C(C=C(C5=CC(OCC(CCCC)CCCCCCCCCC)=C(/C=C6\C(=O)C7=C(C=C(F)C(F)=C7)C6=C(C#N)C#N)S5)S2)N4CC(CCC)CCCCCCCC)N3CC(CCC)CCCCCCCC)=C1,1.78
133,CCCCCCCCC(CCCCCCCC)CN1C2=CC3=C(C=C2C2=C1C=C1C(=C2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C1SC1=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C1)C(C1=CC=C(CCCCCC)C=C1)(C1=CC=C(CCCCCC)C=C1)C1=C3SC2=C1SC(/C=C1\C(=O)C3=C(C=C(F)C(F)=C3)C1=C(C#N)C#N)=C2,12.06
134,CCCCCCCCN1C(=O)/C(=C/C2=CC=C(C3=CC4=C(S3)C3=C(S4)C4=CC5=C(C=C4C3(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C(C4=C(C=C(C6=CC=C(/C=C7\SC(=C(C#N)C#N)N(CCCCCCCC)C7=O)C7=NSN=C67)S4)S3)C5(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=NSN=C23)SC1=C(C#N)C#N,7.85
135,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(CCCCCCCC)CCCCCCCC)=C(S3)C5=C4C=C(C(C=C6C(C(C=C7C(CCCCCCCC)(CCCCCCCC)C8=C(C7=C9)SC(/C=C%10C(C(C=C(F)C(F)=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C8)=C9C6(CCCCCCCC)CCCCCCCC)=C%12)=C%12C%13(CCCCCCCC)CCCCCCCC)C%13=C5,13.1
136,CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C4C=C(F)C(F)=CC4=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C4C=C(F)C(F)=CC4=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,16
137,CCCCCCCCCCCN1C2=C(SC3=C2SC(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3CC(CC)CCCC)C2=C1C1=C(C3=NSN=C32)C2=C(C3=C(S2)C(CC(CC)CCCC)=C(/C=C2\C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)S3)N1CC[C@H](C)CCCCCCCC,12.91
138,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C8=CC9=C(C(C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C%13SC(/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)/C#N)=O)=C%12)=C%13S9)C=C8S5,10.5
139,CCCCCCCCC(CCCCCC)COC1=CC(C2=CC(C3=CC=C(CCCCCC)C=C3)=C(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)S2)=C(OCC(CCCCCC)CCCCCCCC)C=C1C1=CC(C2=CC=C(CCCCCC)C=C2)=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)S1,7.04
140,O=C(C1=C/2C=CC(F)=C1)C(CC3=CC4=C(S3)C5=C(C6=CC(C7(C8=CC(CCCCCC)=CC=C8)C9=CC=CC(CCCCCC)=C9)=C(C%10=C7C(SC(/C=C%11C(C(C=C(F)C=C%12)=C%12C\%11=C(C#N)/C#N)=O)=C%13)=C%13S%10)C=C6C5(C%14=CC(CCCCCC)=CC=C%14)C%15=CC=CC(CCCCCC)=C%15)S4)C2=C(C#N)\C#N,12.53
141,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(S3)C3=C(S2)C2=C5C6=C3C=C3C(=O)N(C(CCCCC)CCCCC)C(=O)C7=CC(F)=C(C8=C(F)C=C9C(=O)N(C(CCCCC)CCCCC)C(=O)C(=C2)C9=C85)C6=C73)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC2=C3C3=C4C5=C(C=CC6=C5C(=C3)C(=O)N(C(CCCCC)CCCCC)C6=O)C3=CC=C5C(=O)N(C(CCCCC)CCCCC)C(=O)C6=CC2=C4C3=C56)C=C1,6.99
142,CCCCCCC(CCCC)CN1C(=O)C2=C(C3=CC=C(C4=CC5=C(C=C4)C4=C(C=C(C6=CC=C(C7=C8C(=O)N(CC(CCCC)CCCCCC)C(C9=CC=CS9)=C8C(=O)N7CC(CCCC)CCCCCC)S6)C=C4)C5=O)S3)N(CC(CCCC)CCCCCC)C(=O)C2=C1C1=CC=CS1,1.2
143,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=CC=C5)C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)=C2)C=C1,6.26
144,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3\C(=O)C4=C(C=C(Cl)C(Cl)=C4)C3=C(C#N)C#N)=C2)C2=C1C=C(C1=CC3=C(S1)C1=C(C=C(/C=C4\CC5=C(C=C(Cl)C(Cl)=C5)\C4=C(/C)C#N)S1)C3(CC(CC)CCCC)CC(CC)CCCC)S2,7.08
145,CCCCCCOC1=C(C2=CC3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)C3(CC(CC)CCCC)CC(CC)CCCC)SC(C2=CC3=C(S2)C2=C(C=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)C3(CC(CC)CCCC)CC(CC)CCCC)=C1OCCCCCC,9.83
146,CCN(C/1=O)C(SC1=C/C2=CC=C(C3=CC(C4=C(C5(C6=CC=C(CCCCCCCC)C=C6)C7=CC=C(CCCCCCCC)C=C7)C=C(C8=C9SC(C%10=CC=C(/C=C%11SC(N(CC)C\%11=O)=S)C%12=NSN=C%10%12)=C8)C(C9(C%13=CC=C(OCCCCCCCC)C=C%13)C%14=CC=C(CCCCCCCC)C=C%14)=C4)=C5S3)C%15=NSN=C2%15)=S,2.53
147,O=C(C(C(Cl)=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C(S3)=CC4=C3C5=CC6=C(C=C5C4(CCCCCCCC)CCCCCCCC)C7=CC8=C(C(SC(/C=C9C(C(C=CC(Br)=C%10)=C%10C\9=C(C#N)\C#N)=O)=C%11)=C%11C8(CCCCCCCC)CCCCCCCC)C=C7C6(CCCCCCCC)CCCCCCCC,12.05
148,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(S3)C3=C(C=C(/C=C5\C(=O)C6=C(C=CC=C6)C5=C(C#N)C#N)S3)S2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC2=C3SC(CC3C(=O)C4=C(C=CC(F)=C4)C3=C(C#N)C#N)=C2)C=C1,10.8
149,CCCCCCCCCCCC1=C(C=C2C(=O)C3=C(Br)SC(Br)=C3C2=O)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(C=C2C(=O)C3=C(Br)SC(Br)=C3C2=O)=C1CCCCCCCCCCC,16.86
150,CCCCC(CC)COC1=C2C3=C(OCC(CC)CCCC)C=CC4=C3C3=C(C5=NSN=C5C5=C3C2=C(C=C1)C1=C5SC(C2=CC=C(C3=C5C(=O)N(CC(CC)CCCC)C(C6=CC=CS6)=C5C(=O)N3CC(CC)CCCC)S2)=C1)C1=C4C=C(C2=CC=C(C3=C4C(=O)N(CC(CC)CCCC)C(C5=CC=CS5)=C4C(=O)N3CC(CC)CCCC)S2)S1,2.45
151,CCCCCCCCC1(CCCCCCCC)C2=CC(C3=CC=C(C4=C5C(=O)N(CC(CC)CCCC)C(C6=CC=CS6)=C5C(=O)N4CC(CC)CCCC)S3)=CC=C2C2=C1C=C(C1=CC=C(C3=C4C(=O)N(CC(CC)CCCC)C(C5=CC=CS5)=C4C(=O)N3CC(CC)CCCC)S1)C=C2,1.2
152,CCCCCCC1=C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)[Se]C2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NNN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2[Se]C(/C=C2\C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CC1=CC=C2C=C3C=CC(C)=CC3=CC2=C1,17.02
153,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=CC(Br)=CC=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=C(C=CC(Br)=C4)C2=C(C#N)C#N)=C3)C=C1,11.84
154,CCCCC(CC)CC1(CC(CC)CCCC)C2=CC=C3C(=C2C2=C1C=C(C1=CC=C(/C=C4\C(=O)C5=C(C=CC(F)=C5)C4=C(C#N)C#N)S1)S2)C=CC1=C3C2=C(C=C(C3=CC=C(/C=C4\C(=O)C5=C(C=CC(F)=C5)C4=C(C#N)C#N)S3)S2)C1(CC(CC)CCCC)CC(CC)CCCC,7.15
155,CCCCCCCCOC(=O)C1=CC2=C(C3=CC4=C(S3)C3=C(C=C5C(=C3)C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C5SC(C5=C6C=C(C(O)OCCCCCCCC)SC6=C(/C=C6\SC(=S)N(CC)C6=O)S5)=C3)C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)SC(/C=C3\SC(=S)N(CC)C3=O)=C2S1,5.89
156,CCCCCCCCC1(CCCCCCCC)C2=CC(C3=CC=C(/C=C4\C(=O)C5=CC(Br)=CC=C5C4=C(C#N)C#N)S3)=CC=C2C2=CC=C(C3=CC=C(/C=C4\C(=O)C5=CC(Br)=CC=C5C4=C(C#N)C#N)S3)C=C21,9.7
157,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C1C(=C2)C(CCCCCCCC)(CCCCCCCC)C2=C1C=C1C(=C2)C2=C(C=C(/C=C4\C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S2)C1(C1=CC=C(CCCCCC)C=C1)C1=CC=C(CCCCCC)C=C1)C(C1=CC=C(CCCCCC)C=C1)(C1=CC=C(CCCCCC)C=C1)C1=C3SC(/C=C2\C(=O)C3=C(C=CC=C3)C2=C(C#N)C#N)=C1,6.09
158,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=CC5=C(S2)/C(=C(\C)C#N)C2=CC(F)=C(F)C=C25)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=CC4=C(S3)C(=C(C#N)C#N)C3=CC(F)=C(F)C=C34)=C2)C=C1,7.93
159,CCCCC(CC)CC1=CC=C(C2(C3=CC=C(CC(CC)CCCC)C=C3)C3=C(SC4=C3SC(/C=C3\C(=O)C5=C(C=C(F)C(F)=C5)C3=C(C#N)C#N)=C4)C3=C2C2=C(S3)C3=C(S2)C2=C(C4=C(C=C(/C=C5\C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S4)S2)C3(C2=CC=C(CC(CC)CCCC)C=C2)C2=CC=C(CC(CC)CCCC)C=C2)C=C1,11.96
160,CCCCCCCCCCCCC(CCCCCCCCCC)CC1=C(CC(CCCCCCCCCC)CCCCCCCCCCCC)C2=C(SC3=C2SC2=C3C(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=C2SC(/C=C2\C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C2=C1C=C(/C=C1\C(=O)C3=CC=CC=C3C1=C(C#N)C#N)S2,14.07
161,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2\C(=O)C5=C(C=C(Cl)C(Cl)=C5)C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(F)C(F)=C(C4=CC5=C(S4)C4=C(C=C6C(=C4)C(C4=CC=C(CCCCCC)C=C4)(C4=CC=C(CCCCCC)C=C4)C4=C6SC(/C=C6\C(=O)C7=C(C=C(Cl)C(Cl)=C7)C6=C(C#N)C#N)=C4)C5(C4=CC=C(CCCCCC)C=C4)C4=CC=C(CCCCCC)C=C4)C4=NSN=C43)=C2)C=C1,12.5
162,CCCCCCCCCCCC1=C(/C=C2\C(=O)C3=C(C=C4C=C(Cl)SC4=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CCCC)CCCCCC)C2=C1C1=NSN=C1C1=C2N(CC(CCCC)CCCCCC)C2=C1SC1=C2SC(/C=C2\C(=O)C3=C(C=C4C=C(Cl)SC4=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,14.89
163,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC(C(C4=CC=C(CCCCCC)C=C4)(C5=CC=C(CCCCCC)C=C5)OC6=C7SC8=C6SC9=C8OC(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C9SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%12)=C7S3,9.12
164,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=CSC=C6C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2\C(=O)C4=CSC=C4C2=C(C#N)C#N)=C3)C=C1,11.23
165,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5\C(=O)C6=CC=CC=C6C5=C(C#N)C#N)S2)S3)N(CC(CC)CCCC)C2=CC3=C(C=C24)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C3SC3=C2SC(/C=C2\C(=O)C4=CC=CC=C4C2=C(C#N)C#N)=C3)C=C1,9.87
166,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)\C#N)C2=C\C3=CSC(C4=CC5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C=C(C%11=C(OCC(CC)CCCC)C(/C=C%12C(C(C=C(F)C(F)=C%13)=C%13C/%12=C(C#N)\C#N)=O)=CS%11)S%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4)=C3OCC(CC)CCCC,13.18
167,CCCCCCC1(CCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1\C(=O)C4=CC=CC=C4C1=C(C#N)C#N)S2)C(CCCCCC)(CCCCCC)C1=C3C=C2C(=C1)C1=C(C=C(/C=C3\C(=O)C4=C(C=CC=C4)C3=C(C#N)C#N)S1)C2(CCCCCC)CCCCCC,9.91
168,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C(\C#N)C5=NC6=C(C=CC=C6)O5)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C(\C#N)C2=NC4=C(C=CC=C4)O2)=C3)C=C1,2.16
169,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(C1=C4OCCOC4=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S1)C=C2)C(CCCCCCCC)(CCCCCCCC)C1=C3C=CC(C2=C3OCCOC3=C(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)S2)=C1,7.5
170,CCCCCCCCC(CCCCCCCC)N1C2=CC3=C(C=C2C2=C1C=C1C(=C2)C(CCCCCCCC)(CCCCCCCC)C2=C1SC(/C=C1\C(=O)C4=C(C=CC=C4)C1=C(C#N)C#N)=C2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(/C=C2\C(=O)C3=C(C=CC=C3)C2=C(C#N)C#N)=C1,9.39
171,CCCCCCCCC(CCCCCC)CN1N=C2C(=N1)C(C1=CC3=C(S1)C1=C(C=C(/C=C4\C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S1)C3(CC(CC)CCCC)CC(CC)CCCC)=C(F)C(F)=C2C1=CC2=C(S1)C1=C(C=C(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)S1)C2(CC(CC)CCCC)CC(CC)CCCC,5.89
172,CCCCCCCCC(CCCCCCCC)N1C2=C(SC(C3=C(CCCCCC)C=C(C4=C(CCCCCC)C=C(/C=C5\C(=O)N(CCCC)C(=O)C(C#N)=C5C)S4)S3)=C2)C2=C1C=C(C1=C(CCCCCC)C=C(C3=C(CCCCCC)C=C(/C=C4\C(=O)N(CCCC)C(=O)C(C#N)=C4C)S3)S1)S2,4.89
173,CCCCCCC1=CC=CC(C2=C(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)SC3=C2SC2=C3N(CC(CC)CCCC)C3=C2C2=NSN=C2C2=C3N(CC(CC)CCCC)C3=C2SC2=C3SC(/C=C3\C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)=C2C2=CC=CC(CCCCCC)=C2)=C1,16.86
174,CCCCCCC(CCCC)N1C(=O)C2=CC=C3C4=C(C=CC(=C24)C1=O)C1=CC=C2C(=O)N(C(CCCC)CCCCCC)C(=O)C4=C2C1=C3C(C1=NC(C2=CC3=C5C(=CC=C6C7=CC=C8C(=O)N(C(CCCC)CCCCCC)C(=O)C9=C8C7=C(C=C9)C2=C65)C(=O)N(C(CCCC)CCCCCC)C3=O)=NC(C2=CC3=C5C(=CC=C6C7=CC=C8C(=O)N(C(CCCC)CCCCCC)C(=O)C9=C8C7=C(C=C9)C2=C65)C(=O)N(C(CCCC)CCCCCC)C3=O)=N1)=C4,8.91
175,CCCCCCCCC1=CC=C(C2(C3=CC=C(CCCCCCCC)C=C3)C3=CC(C4=CC=C(C5=C(CC(CC)CCCC)C=C(/C=C6\C(=O)C7=CSC=C7C6=C(C#N)C#N)S5)S4)=CC=C3C3=C2C=C(C2=C(CC(CC)CCCC)C=C(/C=C4\C(=O)C5=CSC=C5C4=C(C#N)C#N)S2)S3)C=C1,7.94
176,CCCCCCCCN1C2=C(SC(/C=C3\C(=O)C4=CC(F)=CC=C4C3=C(C#N)C#N)=C2)C2=C1C1=C(S2)C2=C(C=C3C(=C2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C3SC(/C=C3\C(=O)C4=C(C=CC(F)=C4)C3=C(C#N)C#N)=C2)C1(C1=CC=C(CCCCCC)C=C1)C1=CC=C(CCCCCC)C=C1,14
177,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4/C(=O)C5=CSC=C5C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C(C3=CC=C(C(CC)CCCC)S3)=C3C(=C2C2=CC=C(C(CC)CCCC)S2)SC2=C3C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C2SC(/C=C2/C(=O)C4=CSC=C4C2=C(C#N)C#N)=C3)C=C1,10.51
